CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,hu_post,aff_units_post,is_oz,other_units_post,aff_share_post,group,is_top_aff
"240","2",Bronx,"024000","2024000",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005024000","4211",7197.54080837000,2573360.37864999985,1470,0,0,1470,"0",,
"61","2",Bronx,"006100","2006100",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005006100","4204",8376.80128252000,2613478.97671000008,2040,1874,1,166,"0.9186274509803921",,
"257","2",Bronx,"025700","2025700",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005025700","4207",8955.90485025000,1670305.49316999991,701,0,1,701,"0",,
"194","2",Bronx,"019400","2019400",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005019400","4210",13967.58869770000,8674375.33676999994,771,0,0,771,"0",,
"274.02","2",Bronx,"027402","2027402",I,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005027402","4210",27383.22670950000,5709854.25803000014,1401,0,0,1401,"0",,
"92","2",Bronx,"009200","2009200",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009200","4209",9231.80064713000,3334997.93160999985,1970,206,0,1764,"0.10456852791878173",,
"289","2",Bronx,"028900","2028900",E,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028900","4208",5973.61836786000,2069419.25940999994,1967,0,0,1967,"0",,
"309","1",Manhattan,"030900","1030900",E,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36061030900","4112",7744.33365515000,3282243.16149999993,3813,0,0,3813,"0",,
"394","2",Bronx,"039400","2039400",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039400","4212",5629.58100345000,1560974.46188000008,1787,145,0,1642,"0.08114157806379407",,
"396","2",Bronx,"039600","2039600",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005039600","4212",6233.36997379000,2402726.50019000005,1620,74,0,1546,"0.04567901234567901",,
"293.02","2",Bronx,"029302","2029302",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029302","4208",11984.85333110000,4681742.70832999982,2704,0,0,2704,"0",,
"297","1",Manhattan,"029700","1029700",I,Inwood Hill Park,MN1292,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029700","4112",20537.20526530000,10007466.88240000047,0,0,0,0,NA,,
"181.01","2",Bronx,"018101","2018101",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018101","4204",4191.70019086000,831113.07592500001,1048,0,0,1048,"0",,
"183.02","2",Bronx,"018302","2018302",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018302","4204",4627.75111639000,1208595.56477999990,1496,0,0,1496,"0",,
"19.03","2",Bronx,"001903","2001903",I,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001903","4221",23568.77462730000,9738339.08970000036,0,0,0,0,NA,,
"237.04","2",Bronx,"023704","2023704",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023704","4205",3627.52719543000,728138.23103699996,1452,0,0,1452,"0",,
"383.01","2",Bronx,"038301","2038301",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038301","4205",4142.36724123000,1030594.68695000000,1605,0,0,1605,"0",,
"96","2",Bronx,"009600","2009600",I,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005009600","4210",14639.90801030000,7271130.65569000039,931,0,1,931,"0",,
"162","1",Manhattan,"016200","1016200",E,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016200","4111",10087.78669650000,2927429.50430000015,5030,914,0,4116,"0.18170974155069583",,
"170","1",Manhattan,"017000","1017000",E,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017000","4111",5617.78174999000,1969157.88935000007,3559,91,0,3468,"0.025568980050576003",,
"378","2",Bronx,"037800","2037800",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005037800","4212",5149.14518708000,1433301.84147999994,1304,118,0,1186,"0.09049079754601227",,
"435.01","2",Bronx,"043501","2043501",E,Williamsbridge-Olinville,BX1201,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005043501","4212",14370.84418140000,4259183.99251999985,456,0,0,456,"0",,
"256","2",Bronx,"025600","2025600",E,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005025600","4211",7096.24179140000,2037862.72035999992,682,49,0,633,"0.0718475073313783",,
"200","2",Bronx,"020000","2020000",E,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020000","4210",11073.57689520000,3689849.20374999987,1534,0,0,1534,"0",,
"183.01","2",Bronx,"018301","2018301",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018301","4204",4067.60460597000,719819.08645599999,2050,0,1,2050,"0",,
"195","2",Bronx,"019500","2019500",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019500","4204",6967.74858585000,2376000.45411999989,2700,0,1,2700,"0",,
"214","1",Manhattan,"021400","1021400",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061021400","4110",4970.69774508000,1453382.83972000005,2252,0,0,2252,"0",,
"230","1",Manhattan,"023000","1023000",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023000","4110",5672.97222088000,1869907.73065999988,4383,480,1,3903,"0.10951403148528405",Top OZs (by units),TRUE
"208","1",Manhattan,"020800","1020800",I,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061020800","4110",5174.63990043000,1599291.64302999992,2586,184,1,2402,"0.0711523588553751",,
"269","1",Manhattan,"026900","1026900",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026900","4112",6017.03663528000,1889655.56272000005,2804,0,1,2804,"0",,
"267","1",Manhattan,"026700","1026700",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026700","4112",3868.79312218000,519544.65334800002,642,0,0,642,"0",,
"484.01","2",Bronx,"048401","2048401",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005048401","4212",12465.39001580000,5439600.11723999958,1363,0,0,1363,"0",,
"484.02","2",Bronx,"048402","2048402",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005048402","4212",5958.43547175000,2046790.03138999990,0,0,0,0,NA,,
"379","2",Bronx,"037900","2037900",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005037900","4205",8517.43642167000,2060607.94415999996,2130,675,0,1455,"0.31690140845070425",,
"395","2",Bronx,"039500","2039500",E,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039500","4263",11636.79150720000,4419034.69039999973,1925,205,1,1720,"0.10649350649350649",,
"276","2",Bronx,"027600","2027600",I,Pelham Bay Park,BX2891,BX28,BX28 Pelham Bay Park (JIA 28 Approximation),"36005027600","4210",25179.54117960000,19952424.06489999965,18,0,0,18,"0",,
"300","2",Bronx,"030000","2030000",I,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005030000","4210",8561.52518072000,4490224.69976000022,2595,47,0,2548,"0.018111753371868978",,
"147.02","2",Bronx,"014702","2014702",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014702","4263",5155.75097825000,1247171.65711000003,1881,0,0,1881,"0",,
"177.02","2",Bronx,"017702","2017702",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017702","4204",6910.08423047000,1516246.94400999998,1738,0,0,1738,"0",,
"284","2",Bronx,"028400","2028400",I,Hutchinson Metro Center,BX1161,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005028400","4211",20672.70720660000,12181383.26750000194,0,0,1,0,NA,,
"296","2",Bronx,"029600","2029600",I,Morris Park,BX1102,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005029600","4211",17574.01398280000,7667278.24854000006,1048,0,0,1048,"0",,
"307.01","2",Bronx,"030701","2030701",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005030701","4208",13648.96017070000,4267441.22745999973,2558,0,0,2558,"0",,
"335","2",Bronx,"033500","2033500",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005033500","4208",14361.54256860000,7482973.52575999964,840,0,0,840,"0",,
"419","2",Bronx,"041900","2041900",E,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005041900","4207",8588.72341571000,3505470.46414999990,2655,53,0,2602,"0.019962335216572504",,
"334","2",Bronx,"033400","2033400",I,Bronx Park,BX2791,BX27,BX27 Bronx Park (JIA 27 Approximation),"36005033400","4263",32846.01243880000,33461142.68380000070,4,0,0,4,"0",,
"425","2",Bronx,"042500","2042500",E,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042500","4207",8348.97750260000,3154910.95470000012,2533,293,0,2240,"0.1156731148835373",,
"89","2",Bronx,"008900","2008900",E,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008900","4221",5228.09544001000,1176469.77242999990,1395,329,1,1066,"0.23584229390681002",,
"119","2",Bronx,"011900","2011900",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011900","4221",5515.27469700000,1810701.90568000008,1949,335,1,1614,"0.17188301693175986",,
"159","2",Bronx,"015900","2015900",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005015900","4221",4422.10228389000,1111236.27878999989,929,530,0,399,"0.5705059203444564",,
"121.01","2",Bronx,"012101","2012101",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012101","4263",4426.94574032000,1251776.15168999997,1061,0,1,1061,"0",,
"19.01","2",Bronx,"001901","2001901",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005001901","4221",6150.68148334000,2233110.42660999997,1104,0,0,1104,"0",,
"51","2",Bronx,"005100","2005100",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005005100","4221",13433.49588930000,5513652.08372000046,2621,906,1,1715,"0.3456695917588707",,
"115.02","2",Bronx,"011502","2011502",E,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011502","4221",7734.14174458000,3716257.56343000010,1564,0,1,1564,"0",,
"56","2",Bronx,"005600","2005600",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005600","4209",5105.26238447000,1513310.42191000003,1126,0,0,1126,"0",,
"54","2",Bronx,"005400","2005400",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005400","4209",6469.17895573000,2131832.57273000013,1942,0,0,1942,"0",,
"123","2",Bronx,"012300","2012300",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012300","4263",11636.46482380000,3207298.49414000008,1762,298,1,1464,"0.16912599318955732",,
"192","1",Manhattan,"019200","1019200",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019200","4111",7754.34103208000,2038780.59887000010,1757,179,1,1578,"0.10187820147979511",,
"242","1",Manhattan,"024200","1024200",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024200","4111",9383.57279521000,3716452.81827000016,2068,404,1,1664,"0.195357833655706",,
"987","4",Queens,"098700","4098700",I,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081098700","4407",19954.94460670000,7208083.87693999987,1058,0,0,1058,"0",,
"973","4",Queens,"097300","4097300",I,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081097300","4407",11854.20152890000,5639987.97759000026,808,0,0,808,"0",,
"981","4",Queens,"098100","4098100",I,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081098100","4407",20985.82101280000,6964653.44921000022,890,0,0,890,"0",,
"131","2",Bronx,"013100","2013100",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005013100","4221",6532.97190994000,2477129.60195000004,2257,251,1,2006,"0.11120957022596367",,
"151","2",Bronx,"015100","2015100",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015100","4263",7590.12057717000,2253733.16863999981,2330,281,0,2049,"0.12060085836909872",,
"206.01","2",Bronx,"020601","2020601",E,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020601","4210",5642.62841431000,1629908.86495000008,1113,0,0,1113,"0",,
"222","2",Bronx,"022200","2022200",E,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005022200","4209",9736.42332216000,2364209.74924999988,1176,42,0,1134,"0.03571428571428571",,
"118","2",Bronx,"011800","2011800",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005011800","4210",35426.90036300000,10848768.60549999960,1698,0,0,1698,"0",,
"138","2",Bronx,"013800","2013800",E,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005013800","4210",22593.86160140000,8320435.12803000025,1273,0,0,1273,"0",,
"50.01","2",Bronx,"005001","2005001",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005001","4209",4206.12179647000,1053604.31141000008,1551,0,1,1551,"0",,
"50.02","2",Bronx,"005002","2005002",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005002","4209",4539.79002901000,1226231.37818000000,2081,0,0,2081,"0",,
"277","1",Manhattan,"027700","1027700",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027700","4112",5913.41261226000,1762997.19741000002,2251,0,1,2251,"0",,
"299","1",Manhattan,"029900","1029900",E,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029900","4112",20656.35675460000,6677374.26468000002,1549,83,1,1466,"0.05358295674628793",,
"311","1",Manhattan,"031100","1031100",I,Highbridge Park,MN1291,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061031100","4112",27246.75166190000,7751325.78241000045,0,0,0,0,NA,,
"939","4",Queens,"093900","4093900",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081093900","4407",18302.82867770000,7059359.49507000018,2001,0,0,2001,"0",,
"945","4",Queens,"094500","4094500",I,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081094500","4407",29017.11523610000,16470133.15689999796,1422,0,0,1422,"0",,
"1","1",Manhattan,"000100","1000100",I,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061000100","4121",10833.04392860000,1843004.52240999998,0,0,0,0,NA,,
"14.01","1",Manhattan,"001401","1001401",I,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001401","4103",5075.33235304000,1006116.58588000003,1969,0,0,1969,"0",,
"14.02","1",Manhattan,"001402","1001402",E,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001402","4103",4459.15601870000,1226206.24719000002,2011,0,0,2011,"0",,
"18","1",Manhattan,"001800","1001800",I,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001800","4103",6391.92117449000,2399276.86434999993,3539,357,0,3182,"0.10087595365922578",,
"22.01","1",Manhattan,"002201","1002201",E,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002201","4103",5779.06260724000,1740173.87581000011,3291,0,1,3291,"0",,
"26.02","1",Manhattan,"002602","1002602",E,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002602","4103",4491.20321958000,1114857.11794000003,2123,0,0,2123,"0",,
"28","1",Manhattan,"002800","1002800",E,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002800","4103",5627.55508949000,1973678.51035999996,3379,456,0,2923,"0.13495116898490678",,
"34","1",Manhattan,"003400","1003400",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003400","4103",5503.30704443000,1718451.57483999990,4469,401,0,4068,"0.08972924591631237",,
"36.01","1",Manhattan,"003601","1003601",E,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003601","4103",4201.29530909000,1082296.16558000003,1599,0,0,1599,"0",,
"36.02","1",Manhattan,"003602","1003602",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003602","4103",4076.25032584000,961070.50006100000,1744,0,0,1744,"0",,
"40.01","1",Manhattan,"004001","1004001",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004001","4103",4151.97661678000,995026.10842299997,2230,0,0,2230,"0",,
"40.02","1",Manhattan,"004002","1004002",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004002","4103",4046.98099391000,932610.98620699998,2149,0,0,2149,"0",,
"41","1",Manhattan,"004100","1004100",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004100","4121",5913.87051174000,2058611.73916000011,3904,0,0,3904,"0",,
"43","1",Manhattan,"004300","1004300",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004300","4121",5090.41972568000,1605585.00792000000,2934,152,0,2782,"0.051806407634628494",,
"54","1",Manhattan,"005400","1005400",I,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005400","4165",5588.63726023000,1809255.74583999999,3568,0,0,3568,"0",,
"55.01","1",Manhattan,"005501","1005501",I,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005501","4121",4650.76717844000,1338496.69078000006,2325,0,0,2325,"0",,
"55.02","1",Manhattan,"005502","1005502",I,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005502","4121",4547.01610161000,1243017.22803999996,1280,0,0,1280,"0",,
"58","1",Manhattan,"005800","1005800",I,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005800","4165",5720.57424501000,1879679.31850000005,2719,0,0,2719,"0",,
"67","1",Manhattan,"006700","1006700",I,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006700","4121",5458.85945313000,1812883.09437000006,3698,0,0,3698,"0",,
"68","1",Manhattan,"006800","1006800",I,Gramercy,MN0602,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006800","4165",5723.89086930000,1877720.94745999994,4445,377,0,4068,"0.08481439820022497",,
